date,end,funder,person,spend,impact,url,demos,elec,id,l_spend,u_spend,u_impact,l_impact,m_spend
2021-06-28,nan,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=799825800921434&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.1', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.233333', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.066667', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.2', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.133333', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.066667', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.033333', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.166667', 'age': '35-44', 'gender': 'female'}]",batley,799825800921434,0,99,999,0,49.5
2021-06-28,nan,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=332183595024877&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.4', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.2', 'age': '65+', 'gender': 'female'}, {'percentage': '0.2', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.2', 'age': '45-54', 'gender': 'female'}]",batley,332183595024877,0,99,999,0,49.5
2021-06-28,nan,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=1472797733077916&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '1', 'age': '65+', 'gender': 'female'}]",batley,1472797733077916,0,99,999,0,49.5
2021-06-28,nan,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=2687433631562584&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.103448', 'age': '65+', 'gender': 'female'}, {'percentage': '0.034483', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.344828', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.103448', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.034483', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.206897', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.172414', 'age': '65+', 'gender': 'male'}]",batley,2687433631562584,0,99,999,0,49.5
2021-06-28,nan,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=334322044803462&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.181818', 'age': '65+', 'gender': 'female'}, {'percentage': '0.25974', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.25974', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.090909', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.103896', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.025974', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.012987', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.064935', 'age': '65+', 'gender': 'male'}]",batley,334322044803462,0,99,999,0,49.5
2021-06-28,nan,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=557561561913677&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.0625', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.1875', 'age': '65+', 'gender': 'male'}, {'percentage': '0.25', 'age': '65+', 'gender': 'female'}, {'percentage': '0.0625', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.25', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.1875', 'age': '55-64', 'gender': 'male'}]",batley,557561561913677,0,99,999,0,49.5
2021-06-28,2021-06-28,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=203551148205639&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.235294', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.235294', 'age': '65+', 'gender': 'female'}, {'percentage': '0.176471', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.176471', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.058824', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.058824', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.058824', 'age': '35-44', 'gender': 'female'}]",batley,203551148205639,0,99,999,0,49.5
2021-06-28,2021-06-28,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=124364183085244&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '1', 'age': '55-64', 'gender': 'male'}]",batley,124364183085244,0,99,999,0,49.5
2021-06-28,2021-06-28,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=236055361414801&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.5', 'age': '65+', 'gender': 'male'}, {'percentage': '0.5', 'age': '65+', 'gender': 'female'}]",batley,236055361414801,0,99,999,0,49.5
2021-06-28,2021-06-28,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=408283717027716&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.125', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.166667', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.291667', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.125', 'age': '55-64', 'gender': 'male'}, {'percentage': '0.083333', 'age': '65+', 'gender': 'female'}, {'percentage': '0.125', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.083333', 'age': '35-44', 'gender': 'male'}]",batley,408283717027716,0,99,999,0,49.5
2021-06-28,2021-06-28,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=2979650395612138&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.4', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.4', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.2', 'age': '45-54', 'gender': 'female'}]",batley,2979650395612138,0,99,999,0,49.5
2021-06-28,2021-06-28,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=860636464861627&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '1', 'age': '35-44', 'gender': 'male'}]",batley,860636464861627,0,99,999,0,49.5
2021-06-28,2021-06-28,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=318246006700019&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.5', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.5', 'age': '55-64', 'gender': 'unknown'}]",batley,318246006700019,0,99,999,0,49.5
2021-06-28,2021-06-28,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=532486367928825&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.333333', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.166667', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.333333', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.166667', 'age': '55-64', 'gender': 'female'}]",batley,532486367928825,0,99,999,0,49.5
2021-06-28,2021-06-28,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=559318341745499&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.25', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.25', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.25', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.25', 'age': '45-54', 'gender': 'female'}]",batley,559318341745499,0,99,999,0,49.5
2021-06-28,2021-06-28,The Labour Party,Kim Leadbeater for Batley and Spen,,499.5,https://www.facebook.com/ads/archive/render_ad/?id=1242619532868305&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '1', 'age': '25-34', 'gender': 'male'}]",batley,1242619532868305,0,99,999,0,49.5
2021-06-25,2021-06-28,The Labour Party,Kim Leadbeater for Batley and Spen,,1499.5,https://www.facebook.com/ads/archive/render_ad/?id=127955519450392&access_token=EAAHdzu1fCTsBAOsZBY05KJixInxgto04Gpv8WhwDdNMJCeUFOXZClN2PvE5wL2TZARwZC7ZC7qkqQfeAh2vZBhZAURZBujXKwgEEmUjHFBwwK2261TIRTO7KP3h0jNSR0KDlPkQ8slNbZAf7a5838DJ1bNZCAQrboZCBPcPZAxnxe3Elg4DB5joNIcvaCWQndEKGNG1A4i6mtbGzCnq5mfolzM0yJt1EfG8MmZB7NlkPsnfAtrjg1baRHLBolycI4EO1ACSYZD,"[{'percentage': '0.002478', 'age': '55-64', 'gender': 'unknown'}, {'percentage': '0.002478', 'age': '65+', 'gender': 'unknown'}, {'percentage': '0.003717', 'age': '45-54', 'gender': 'unknown'}, {'percentage': '0.02974', 'age': '18-24', 'gender': 'female'}, {'percentage': '0.157373', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.033457', 'age': '65+', 'gender': 'male'}, {'percentage': '0.092937', 'age': '45-54', 'gender': 'female'}, {'percentage': '0.116481', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.047088', 'age': '65+', 'gender': 'female'}, {'percentage': '0.054523', 'age': '55-64', 'gender': 'female'}, {'percentage': '0.237918', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.004957', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.110285', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.05824', 'age': '45-54', 'gender': 'male'}, {'percentage': '0.021066', 'age': '18-24', 'gender': 'male'}, {'percentage': '0.027261', 'age': '55-64', 'gender': 'male'}]",batley,127955519450392,0,99,1999,1000,49.5
