areaCode,areaName,areaType,date,newCasesByPublishDateRollingRate
N92000002,Northern Ireland,nation,26/03/2021,55.3
N92000002,Northern Ireland,nation,25/03/2021,53
N92000002,Northern Ireland,nation,24/03/2021,52.3
N92000002,Northern Ireland,nation,23/03/2021,53.4
N92000002,Northern Ireland,nation,22/03/2021,52.9
N92000002,Northern Ireland,nation,21/03/2021,54.7
N92000002,Northern Ireland,nation,20/03/2021,55.7
N92000002,Northern Ireland,nation,19/03/2021,55
N92000002,Northern Ireland,nation,18/03/2021,58.7
N92000002,Northern Ireland,nation,17/03/2021,61.6
N92000002,Northern Ireland,nation,16/03/2021,60.8
N92000002,Northern Ireland,nation,15/03/2021,64.8
N92000002,Northern Ireland,nation,14/03/2021,66.1
N92000002,Northern Ireland,nation,13/03/2021,65.8
N92000002,Northern Ireland,nation,12/03/2021,67.2
N92000002,Northern Ireland,nation,11/03/2021,65
N92000002,Northern Ireland,nation,10/03/2021,61.8
N92000002,Northern Ireland,nation,09/03/2021,66
N92000002,Northern Ireland,nation,08/03/2021,61.2
N92000002,Northern Ireland,nation,07/03/2021,60.8
N92000002,Northern Ireland,nation,06/03/2021,60.7
N92000002,Northern Ireland,nation,05/03/2021,61.4
N92000002,Northern Ireland,nation,04/03/2021,65.3
N92000002,Northern Ireland,nation,03/03/2021,71.6
N92000002,Northern Ireland,nation,02/03/2021,73.3
N92000002,Northern Ireland,nation,01/03/2021,77.4
N92000002,Northern Ireland,nation,28/02/2021,80
N92000002,Northern Ireland,nation,27/02/2021,86.7
N92000002,Northern Ireland,nation,26/02/2021,91.5
N92000002,Northern Ireland,nation,25/02/2021,95.3
N92000002,Northern Ireland,nation,24/02/2021,98.5
N92000002,Northern Ireland,nation,23/02/2021,100.5
N92000002,Northern Ireland,nation,22/02/2021,106.6
N92000002,Northern Ireland,nation,21/02/2021,109.1
N92000002,Northern Ireland,nation,20/02/2021,104.5
N92000002,Northern Ireland,nation,19/02/2021,105.9
N92000002,Northern Ireland,nation,18/02/2021,110.9
N92000002,Northern Ireland,nation,17/02/2021,106.2
N92000002,Northern Ireland,nation,16/02/2021,108.3
N92000002,Northern Ireland,nation,15/02/2021,104.8
N92000002,Northern Ireland,nation,14/02/2021,108
N92000002,Northern Ireland,nation,13/02/2021,116.4
N92000002,Northern Ireland,nation,12/02/2021,121
N92000002,Northern Ireland,nation,11/02/2021,126.2
N92000002,Northern Ireland,nation,10/02/2021,134.6
N92000002,Northern Ireland,nation,09/02/2021,143.5
N92000002,Northern Ireland,nation,08/02/2021,152.6
N92000002,Northern Ireland,nation,07/02/2021,153.5
N92000002,Northern Ireland,nation,06/02/2021,158.4
N92000002,Northern Ireland,nation,05/02/2021,161.8
N92000002,Northern Ireland,nation,04/02/2021,170.4
N92000002,Northern Ireland,nation,03/02/2021,179.9
N92000002,Northern Ireland,nation,02/02/2021,181.1
N92000002,Northern Ireland,nation,01/02/2021,186.6
N92000002,Northern Ireland,nation,31/01/2021,192.3
N92000002,Northern Ireland,nation,30/01/2021,192.6
N92000002,Northern Ireland,nation,29/01/2021,204
N92000002,Northern Ireland,nation,28/01/2021,214.3
N92000002,Northern Ireland,nation,27/01/2021,221.7
N92000002,Northern Ireland,nation,26/01/2021,241.7
N92000002,Northern Ireland,nation,25/01/2021,250.3
N92000002,Northern Ireland,nation,24/01/2021,261.8
N92000002,Northern Ireland,nation,23/01/2021,282.4
N92000002,Northern Ireland,nation,22/01/2021,284.2
N92000002,Northern Ireland,nation,21/01/2021,294.1
N92000002,Northern Ireland,nation,20/01/2021,306.8
N92000002,Northern Ireland,nation,19/01/2021,319.5
N92000002,Northern Ireland,nation,18/01/2021,345.5
N92000002,Northern Ireland,nation,17/01/2021,351.8
N92000002,Northern Ireland,nation,16/01/2021,367.1
N92000002,Northern Ireland,nation,15/01/2021,406
N92000002,Northern Ireland,nation,14/01/2021,429.6
N92000002,Northern Ireland,nation,13/01/2021,452.7
N92000002,Northern Ireland,nation,12/01/2021,497.1
N92000002,Northern Ireland,nation,11/01/2021,506.2
N92000002,Northern Ireland,nation,10/01/2021,561.2
N92000002,Northern Ireland,nation,09/01/2021,590.3
N92000002,Northern Ireland,nation,08/01/2021,703
N92000002,Northern Ireland,nation,07/01/2021,623.8
N92000002,Northern Ireland,nation,06/01/2021,651.2
N92000002,Northern Ireland,nation,05/01/2021,659.5
N92000002,Northern Ireland,nation,04/01/2021,669.4
N92000002,Northern Ireland,nation,03/01/2021,660.6
N92000002,Northern Ireland,nation,02/01/2021,572.9
N92000002,Northern Ireland,nation,01/01/2021,436.7
N92000002,Northern Ireland,nation,31/12/2020,436.7
N92000002,Northern Ireland,nation,30/12/2020,379.3
N92000002,Northern Ireland,nation,29/12/2020,307.7
N92000002,Northern Ireland,nation,28/12/2020,248.1
N92000002,Northern Ireland,nation,27/12/2020,191.2
N92000002,Northern Ireland,nation,26/12/2020,217.8
N92000002,Northern Ireland,nation,25/12/2020,198.9
N92000002,Northern Ireland,nation,24/12/2020,225.9
N92000002,Northern Ireland,nation,23/12/2020,216.1
N92000002,Northern Ireland,nation,22/12/2020,201.5
N92000002,Northern Ireland,nation,21/12/2020,203.9
N92000002,Northern Ireland,nation,20/12/2020,196.8
N92000002,Northern Ireland,nation,19/12/2020,195.6
N92000002,Northern Ireland,nation,18/12/2020,186.9
N92000002,Northern Ireland,nation,17/12/2020,188.4
N92000002,Northern Ireland,nation,16/12/2020,177.1
N92000002,Northern Ireland,nation,15/12/2020,175.6
N92000002,Northern Ireland,nation,14/12/2020,168.5
N92000002,Northern Ireland,nation,13/12/2020,167.3
N92000002,Northern Ireland,nation,12/12/2020,164
N92000002,Northern Ireland,nation,11/12/2020,162.6
N92000002,Northern Ireland,nation,10/12/2020,157.9
N92000002,Northern Ireland,nation,09/12/2020,158.7
N92000002,Northern Ireland,nation,08/12/2020,155.2
N92000002,Northern Ireland,nation,07/12/2020,157.3
N92000002,Northern Ireland,nation,06/12/2020,151.7
N92000002,Northern Ireland,nation,05/12/2020,148.1
N92000002,Northern Ireland,nation,04/12/2020,140.9
N92000002,Northern Ireland,nation,03/12/2020,137.8
N92000002,Northern Ireland,nation,02/12/2020,137.1
N92000002,Northern Ireland,nation,01/12/2020,143.3
N92000002,Northern Ireland,nation,30/11/2020,126.8
N92000002,Northern Ireland,nation,29/11/2020,126.3
N92000002,Northern Ireland,nation,28/11/2020,125.8
N92000002,Northern Ireland,nation,27/11/2020,128
N92000002,Northern Ireland,nation,26/11/2020,126.8
N92000002,Northern Ireland,nation,25/11/2020,129.2
N92000002,Northern Ireland,nation,24/11/2020,128.4
N92000002,Northern Ireland,nation,23/11/2020,153.2
N92000002,Northern Ireland,nation,22/11/2020,155.9
N92000002,Northern Ireland,nation,21/11/2020,162.8
N92000002,Northern Ireland,nation,20/11/2020,170.9
N92000002,Northern Ireland,nation,19/11/2020,183.5
N92000002,Northern Ireland,nation,18/11/2020,186.7
N92000002,Northern Ireland,nation,17/11/2020,201.1
N92000002,Northern Ireland,nation,16/11/2020,199.3
N92000002,Northern Ireland,nation,15/11/2020,206.7
N92000002,Northern Ireland,nation,14/11/2020,203.9
N92000002,Northern Ireland,nation,13/11/2020,204.8
N92000002,Northern Ireland,nation,12/11/2020,204.2
N92000002,Northern Ireland,nation,11/11/2020,202.5
N92000002,Northern Ireland,nation,10/11/2020,196.6
N92000002,Northern Ireland,nation,09/11/2020,199.6
N92000002,Northern Ireland,nation,08/11/2020,200.7
N92000002,Northern Ireland,nation,07/11/2020,214.7
N92000002,Northern Ireland,nation,06/11/2020,221.1
N92000002,Northern Ireland,nation,05/11/2020,219.6
N92000002,Northern Ireland,nation,04/11/2020,235.7
N92000002,Northern Ireland,nation,03/11/2020,244.2
N92000002,Northern Ireland,nation,02/11/2020,252.3
N92000002,Northern Ireland,nation,01/11/2020,264.6
N92000002,Northern Ireland,nation,31/10/2020,275.8
N92000002,Northern Ireland,nation,30/10/2020,290.2
N92000002,Northern Ireland,nation,29/10/2020,326.5
N92000002,Northern Ireland,nation,28/10/2020,338.1
N92000002,Northern Ireland,nation,27/10/2020,348.6
N92000002,Northern Ireland,nation,26/10/2020,358.7
N92000002,Northern Ireland,nation,25/10/2020,363.6
N92000002,Northern Ireland,nation,24/10/2020,369.7
N92000002,Northern Ireland,nation,23/10/2020,375.4
N92000002,Northern Ireland,nation,22/10/2020,377.9
N92000002,Northern Ireland,nation,21/10/2020,363.2
N92000002,Northern Ireland,nation,20/10/2020,372.6
N92000002,Northern Ireland,nation,19/10/2020,369.9
N92000002,Northern Ireland,nation,18/10/2020,372.9
N92000002,Northern Ireland,nation,17/10/2020,375.8
N92000002,Northern Ireland,nation,16/10/2020,369
N92000002,Northern Ireland,nation,15/10/2020,357.4
N92000002,Northern Ireland,nation,14/10/2020,365.9
N92000002,Northern Ireland,nation,13/10/2020,345.3
N92000002,Northern Ireland,nation,12/10/2020,335.1
N92000002,Northern Ireland,nation,11/10/2020,321.3
N92000002,Northern Ireland,nation,10/10/2020,289.4
N92000002,Northern Ireland,nation,09/10/2020,280.1
N92000002,Northern Ireland,nation,08/10/2020,272.4
N92000002,Northern Ireland,nation,07/10/2020,237.3
N92000002,Northern Ireland,nation,06/10/2020,216
N92000002,Northern Ireland,nation,05/10/2020,197.6
N92000002,Northern Ireland,nation,04/10/2020,176.6
N92000002,Northern Ireland,nation,03/10/2020,162.1
N92000002,Northern Ireland,nation,02/10/2020,140.6
N92000002,Northern Ireland,nation,01/10/2020,105.7
N92000002,Northern Ireland,nation,30/09/2020,102
N92000002,Northern Ireland,nation,29/09/2020,91.3
N92000002,Northern Ireland,nation,28/09/2020,78.3
N92000002,Northern Ireland,nation,27/09/2020,73.3
N92000002,Northern Ireland,nation,26/09/2020,72.7
N92000002,Northern Ireland,nation,25/09/2020,67.6
N92000002,Northern Ireland,nation,24/09/2020,61.8
N92000002,Northern Ireland,nation,23/09/2020,59.7
N92000002,Northern Ireland,nation,22/09/2020,54.9
N92000002,Northern Ireland,nation,21/09/2020,55.1
N92000002,Northern Ireland,nation,20/09/2020,54.2
N92000002,Northern Ireland,nation,19/09/2020,49.5
N92000002,Northern Ireland,nation,18/09/2020,43.3
N92000002,Northern Ireland,nation,17/09/2020,39.3
N92000002,Northern Ireland,nation,16/09/2020,35.6
N92000002,Northern Ireland,nation,15/09/2020,31.4
N92000002,Northern Ireland,nation,14/09/2020,29.3
N92000002,Northern Ireland,nation,13/09/2020,31
N92000002,Northern Ireland,nation,12/09/2020,32
N92000002,Northern Ireland,nation,11/09/2020,32.7
N92000002,Northern Ireland,nation,10/09/2020,31.3
N92000002,Northern Ireland,nation,09/09/2020,31.3
N92000002,Northern Ireland,nation,08/09/2020,32.4
N92000002,Northern Ireland,nation,07/09/2020,32.9
N92000002,Northern Ireland,nation,06/09/2020,28.5
N92000002,Northern Ireland,nation,05/09/2020,25.5
N92000002,Northern Ireland,nation,04/09/2020,24
N92000002,Northern Ireland,nation,03/09/2020,25.2
N92000002,Northern Ireland,nation,02/09/2020,24.8
N92000002,Northern Ireland,nation,01/09/2020,24.9
N92000002,Northern Ireland,nation,31/08/2020,24.8
N92000002,Northern Ireland,nation,30/08/2020,22.2
N92000002,Northern Ireland,nation,29/08/2020,25.9
N92000002,Northern Ireland,nation,28/08/2020,25
N92000002,Northern Ireland,nation,27/08/2020,21.5
N92000002,Northern Ireland,nation,26/08/2020,20.6
N92000002,Northern Ireland,nation,25/08/2020,18.6
N92000002,Northern Ireland,nation,24/08/2020,18.3
N92000002,Northern Ireland,nation,23/08/2020,19.8
N92000002,Northern Ireland,nation,22/08/2020,14.9
N92000002,Northern Ireland,nation,21/08/2020,14.6
N92000002,Northern Ireland,nation,20/08/2020,17.5
N92000002,Northern Ireland,nation,19/08/2020,15.2
N92000002,Northern Ireland,nation,18/08/2020,14.9
N92000002,Northern Ireland,nation,17/08/2020,15.3
N92000002,Northern Ireland,nation,16/08/2020,13.3
N92000002,Northern Ireland,nation,15/08/2020,11.8
N92000002,Northern Ireland,nation,14/08/2020,8.4
N92000002,Northern Ireland,nation,13/08/2020,5.3
N92000002,Northern Ireland,nation,12/08/2020,7.1
N92000002,Northern Ireland,nation,11/08/2020,6.1
N92000002,Northern Ireland,nation,10/08/2020,4
N92000002,Northern Ireland,nation,09/08/2020,4
N92000002,Northern Ireland,nation,08/08/2020,4
N92000002,Northern Ireland,nation,07/08/2020,4
N92000002,Northern Ireland,nation,06/08/2020,3.7
N92000002,Northern Ireland,nation,05/08/2020,1.9
N92000002,Northern Ireland,nation,04/08/2020,1.8
N92000002,Northern Ireland,nation,03/08/2020,1.9
N92000002,Northern Ireland,nation,02/08/2020,1.9
N92000002,Northern Ireland,nation,01/08/2020,1.9
N92000002,Northern Ireland,nation,31/07/2020,1.9
N92000002,Northern Ireland,nation,30/07/2020,2.2
N92000002,Northern Ireland,nation,29/07/2020,2.2
N92000002,Northern Ireland,nation,28/07/2020,2.2
N92000002,Northern Ireland,nation,27/07/2020,1.8
N92000002,Northern Ireland,nation,26/07/2020,1.8
N92000002,Northern Ireland,nation,25/07/2020,1.8
N92000002,Northern Ireland,nation,24/07/2020,1.8
N92000002,Northern Ireland,nation,23/07/2020,2
N92000002,Northern Ireland,nation,22/07/2020,2.4
N92000002,Northern Ireland,nation,21/07/2020,2.4
N92000002,Northern Ireland,nation,20/07/2020,2.4
N92000002,Northern Ireland,nation,19/07/2020,2.4
N92000002,Northern Ireland,nation,18/07/2020,2.4
N92000002,Northern Ireland,nation,17/07/2020,2.4
N92000002,Northern Ireland,nation,16/07/2020,1.6
N92000002,Northern Ireland,nation,15/07/2020,1
N92000002,Northern Ireland,nation,14/07/2020,0.7
N92000002,Northern Ireland,nation,13/07/2020,0.8
N92000002,Northern Ireland,nation,12/07/2020,0.8
N92000002,Northern Ireland,nation,11/07/2020,0.8
N92000002,Northern Ireland,nation,10/07/2020,0.8
N92000002,Northern Ireland,nation,09/07/2020,0.8
N92000002,Northern Ireland,nation,08/07/2020,1.1
N92000002,Northern Ireland,nation,07/07/2020,0.9
N92000002,Northern Ireland,nation,06/07/2020,0.8
N92000002,Northern Ireland,nation,05/07/2020,1.1
N92000002,Northern Ireland,nation,04/07/2020,1.2
N92000002,Northern Ireland,nation,03/07/2020,1.3
N92000002,Northern Ireland,nation,02/07/2020,1.3
N92000002,Northern Ireland,nation,01/07/2020,1
N92000002,Northern Ireland,nation,30/06/2020,1
N92000002,Northern Ireland,nation,29/06/2020,0.8
N92000002,Northern Ireland,nation,28/06/2020,0.6
N92000002,Northern Ireland,nation,27/06/2020,0.7
N92000002,Northern Ireland,nation,26/06/2020,0.6
N92000002,Northern Ireland,nation,25/06/2020,0.6
N92000002,Northern Ireland,nation,24/06/2020,0.6
N92000002,Northern Ireland,nation,23/06/2020,0.9
N92000002,Northern Ireland,nation,22/06/2020,1
N92000002,Northern Ireland,nation,21/06/2020,1.2
N92000002,Northern Ireland,nation,20/06/2020,1.3
N92000002,Northern Ireland,nation,19/06/2020,1.5
N92000002,Northern Ireland,nation,18/06/2020,2.2
N92000002,Northern Ireland,nation,17/06/2020,2.3
N92000002,Northern Ireland,nation,16/06/2020,2.6
N92000002,Northern Ireland,nation,15/06/2020,2.6
N92000002,Northern Ireland,nation,14/06/2020,2.7
N92000002,Northern Ireland,nation,13/06/2020,2.7
N92000002,Northern Ireland,nation,12/06/2020,3.3
N92000002,Northern Ireland,nation,11/06/2020,2.6
N92000002,Northern Ireland,nation,10/06/2020,4.1
N92000002,Northern Ireland,nation,09/06/2020,3.9
N92000002,Northern Ireland,nation,08/06/2020,3.9
N92000002,Northern Ireland,nation,07/06/2020,4.2
N92000002,Northern Ireland,nation,06/06/2020,4.3
N92000002,Northern Ireland,nation,05/06/2020,4.2
N92000002,Northern Ireland,nation,04/06/2020,5
N92000002,Northern Ireland,nation,03/06/2020,4.1
N92000002,Northern Ireland,nation,02/06/2020,5
N92000002,Northern Ireland,nation,01/06/2020,6.3
N92000002,Northern Ireland,nation,31/05/2020,7.7
N92000002,Northern Ireland,nation,30/05/2020,8.7
N92000002,Northern Ireland,nation,29/05/2020,10.1
N92000002,Northern Ireland,nation,28/05/2020,10.5
N92000002,Northern Ireland,nation,27/05/2020,11.8
N92000002,Northern Ireland,nation,26/05/2020,11.4
N92000002,Northern Ireland,nation,25/05/2020,11
N92000002,Northern Ireland,nation,24/05/2020,9.8
N92000002,Northern Ireland,nation,23/05/2020,9.9
N92000002,Northern Ireland,nation,22/05/2020,9.9
N92000002,Northern Ireland,nation,21/05/2020,10
N92000002,Northern Ireland,nation,20/05/2020,9.8
N92000002,Northern Ireland,nation,19/05/2020,12
N92000002,Northern Ireland,nation,18/05/2020,13.3
N92000002,Northern Ireland,nation,17/05/2020,14
N92000002,Northern Ireland,nation,16/05/2020,14.7
N92000002,Northern Ireland,nation,15/05/2020,15.6
N92000002,Northern Ireland,nation,14/05/2020,16.2
N92000002,Northern Ireland,nation,13/05/2020,16.8
N92000002,Northern Ireland,nation,12/05/2020,16.5
N92000002,Northern Ireland,nation,11/05/2020,16.5
N92000002,Northern Ireland,nation,10/05/2020,18.6
N92000002,Northern Ireland,nation,09/05/2020,20.5
N92000002,Northern Ireland,nation,08/05/2020,21.1
N92000002,Northern Ireland,nation,07/05/2020,23.7
N92000002,Northern Ireland,nation,06/05/2020,24.9
N92000002,Northern Ireland,nation,05/05/2020,25
N92000002,Northern Ireland,nation,04/05/2020,24.4
N92000002,Northern Ireland,nation,03/05/2020,24.2
N92000002,Northern Ireland,nation,02/05/2020,24.4
N92000002,Northern Ireland,nation,01/05/2020,26.5
N92000002,Northern Ireland,nation,30/04/2020,27.5
N92000002,Northern Ireland,nation,29/04/2020,31.1
N92000002,Northern Ireland,nation,28/04/2020,34.3
N92000002,Northern Ireland,nation,27/04/2020,34.1
N92000002,Northern Ireland,nation,26/04/2020,35
N92000002,Northern Ireland,nation,25/04/2020,39.1
N92000002,Northern Ireland,nation,24/04/2020,41.4
N92000002,Northern Ireland,nation,23/04/2020,43
N92000002,Northern Ireland,nation,22/04/2020,41.5
N92000002,Northern Ireland,nation,21/04/2020,41.8
N92000002,Northern Ireland,nation,20/04/2020,44.7
N92000002,Northern Ireland,nation,19/04/2020,44.3
N92000002,Northern Ireland,nation,18/04/2020,40.6
N92000002,Northern Ireland,nation,17/04/2020,39.6
N92000002,Northern Ireland,nation,16/04/2020,38.2
N92000002,Northern Ireland,nation,15/04/2020,39.6
N92000002,Northern Ireland,nation,14/04/2020,37.6
N92000002,Northern Ireland,nation,13/04/2020,38.2
N92000002,Northern Ireland,nation,12/04/2020,37.9
N92000002,Northern Ireland,nation,11/04/2020,38
N92000002,Northern Ireland,nation,10/04/2020,36.2
N92000002,Northern Ireland,nation,09/04/2020,37.1
N92000002,Northern Ireland,nation,08/04/2020,34.3
N92000002,Northern Ireland,nation,07/04/2020,35.3
N92000002,Northern Ireland,nation,06/04/2020,33
N92000002,Northern Ireland,nation,05/04/2020,35.9
N92000002,Northern Ireland,nation,04/04/2020,35.6
N92000002,Northern Ireland,nation,03/04/2020,33.2
N92000002,Northern Ireland,nation,02/04/2020,28.1
N92000002,Northern Ireland,nation,01/04/2020,25.3
N92000002,Northern Ireland,nation,31/03/2020,21.9
N92000002,Northern Ireland,nation,30/03/2020,20.3
N92000002,Northern Ireland,nation,29/03/2020,14.9
N92000002,Northern Ireland,nation,28/03/2020,11.4
N92000002,Northern Ireland,nation,27/03/2020,10
N92000002,Northern Ireland,nation,26/03/2020,8.7
N92000002,Northern Ireland,nation,25/03/2020,7.4
N92000002,Northern Ireland,nation,24/03/2020,5.8
N92000002,Northern Ireland,nation,23/03/2020,5.1
N92000002,Northern Ireland,nation,22/03/2020,4.4
N92000002,Northern Ireland,nation,21/03/2020,3.9
N92000002,Northern Ireland,nation,20/03/2020,3
N92000002,Northern Ireland,nation,19/03/2020,3.1
N92000002,Northern Ireland,nation,18/03/2020,2.6
N92000002,Northern Ireland,nation,17/03/2020,2.4
N92000002,Northern Ireland,nation,16/03/2020,1.9
N92000002,Northern Ireland,nation,15/03/2020,1.7
N92000002,Northern Ireland,nation,14/03/2020,1.4
N92000002,Northern Ireland,nation,13/03/2020,1.2
N92000002,Northern Ireland,nation,12/03/2020,0.8
S92000003,Scotland,nation,26/07/2021,186
S92000003,Scotland,nation,25/07/2021,194.5
S92000003,Scotland,nation,24/07/2021,203.6
S92000003,Scotland,nation,23/07/2021,222.1
S92000003,Scotland,nation,22/07/2021,232.1
S92000003,Scotland,nation,21/07/2021,236.8
S92000003,Scotland,nation,20/07/2021,254.2
S92000003,Scotland,nation,19/07/2021,271.2
S92000003,Scotland,nation,18/07/2021,283.4
S92000003,Scotland,nation,17/07/2021,289.1
S92000003,Scotland,nation,16/07/2021,286.8
S92000003,Scotland,nation,15/07/2021,308.2
S92000003,Scotland,nation,14/07/2021,321.3
S92000003,Scotland,nation,13/07/2021,342.6
S92000003,Scotland,nation,12/07/2021,339.6
S92000003,Scotland,nation,11/07/2021,343.9
S92000003,Scotland,nation,10/07/2021,356.3
S92000003,Scotland,nation,09/07/2021,373.1
S92000003,Scotland,nation,08/07/2021,384.3
S92000003,Scotland,nation,07/07/2021,410.5
S92000003,Scotland,nation,06/07/2021,412.1
S92000003,Scotland,nation,05/07/2021,425.9
S92000003,Scotland,nation,04/07/2021,442.6
S92000003,Scotland,nation,03/07/2021,441
S92000003,Scotland,nation,02/07/2021,436
S92000003,Scotland,nation,01/07/2021,398
S92000003,Scotland,nation,30/06/2021,375.4
S92000003,Scotland,nation,29/06/2021,358.6
S92000003,Scotland,nation,28/06/2021,341.2
S92000003,Scotland,nation,27/06/2021,304
S92000003,Scotland,nation,26/06/2021,277.7
S92000003,Scotland,nation,25/06/2021,247.9
S92000003,Scotland,nation,24/06/2021,233.4
S92000003,Scotland,nation,23/06/2021,202.6
S92000003,Scotland,nation,22/06/2021,168.9
S92000003,Scotland,nation,21/06/2021,147.1
S92000003,Scotland,nation,20/06/2021,138.1
S92000003,Scotland,nation,19/06/2021,135
S92000003,Scotland,nation,18/06/2021,131.7
S92000003,Scotland,nation,17/06/2021,134.6
S92000003,Scotland,nation,16/06/2021,123.9
S92000003,Scotland,nation,15/06/2021,121.7
S92000003,Scotland,nation,14/06/2021,116.6
S92000003,Scotland,nation,13/06/2021,114.4
S92000003,Scotland,nation,12/06/2021,109.7
S92000003,Scotland,nation,11/06/2021,106.5
S92000003,Scotland,nation,10/06/2021,104.5
S92000003,Scotland,nation,09/06/2021,106.3
S92000003,Scotland,nation,08/06/2021,100.2
S92000003,Scotland,nation,07/06/2021,96.2
S92000003,Scotland,nation,06/06/2021,93.5
S92000003,Scotland,nation,05/06/2021,88.9
S92000003,Scotland,nation,04/06/2021,83.9
S92000003,Scotland,nation,03/06/2021,77.4
S92000003,Scotland,nation,02/06/2021,70.6
S92000003,Scotland,nation,01/06/2021,68.2
S92000003,Scotland,nation,31/05/2021,65.3
S92000003,Scotland,nation,30/05/2021,62.1
S92000003,Scotland,nation,29/05/2021,59.4
S92000003,Scotland,nation,28/05/2021,55.5
S92000003,Scotland,nation,27/05/2021,51.3
S92000003,Scotland,nation,26/05/2021,50.7
S92000003,Scotland,nation,25/05/2021,47.9
S92000003,Scotland,nation,24/05/2021,47
S92000003,Scotland,nation,23/05/2021,44.2
S92000003,Scotland,nation,22/05/2021,42.7
S92000003,Scotland,nation,21/05/2021,43.5
S92000003,Scotland,nation,20/05/2021,39.8
S92000003,Scotland,nation,19/05/2021,36.8
S92000003,Scotland,nation,18/05/2021,35.9
S92000003,Scotland,nation,17/05/2021,35.4
S92000003,Scotland,nation,16/05/2021,35.5
S92000003,Scotland,nation,15/05/2021,33.8
S92000003,Scotland,nation,14/05/2021,30.4
S92000003,Scotland,nation,13/05/2021,30.8
S92000003,Scotland,nation,12/05/2021,31
S92000003,Scotland,nation,11/05/2021,26.2
S92000003,Scotland,nation,10/05/2021,24.4
S92000003,Scotland,nation,09/05/2021,23.8
S92000003,Scotland,nation,08/05/2021,22.8
S92000003,Scotland,nation,07/05/2021,21.9
S92000003,Scotland,nation,06/05/2021,21.1
S92000003,Scotland,nation,05/05/2021,19.1
S92000003,Scotland,nation,04/05/2021,21.3
S92000003,Scotland,nation,03/05/2021,21.2
S92000003,Scotland,nation,02/05/2021,21.4
S92000003,Scotland,nation,01/05/2021,21.9
S92000003,Scotland,nation,30/04/2021,22
S92000003,Scotland,nation,29/04/2021,23.2
S92000003,Scotland,nation,28/04/2021,24.1
S92000003,Scotland,nation,27/04/2021,25.4
S92000003,Scotland,nation,26/04/2021,26.2
S92000003,Scotland,nation,25/04/2021,27.9
S92000003,Scotland,nation,24/04/2021,28.5
S92000003,Scotland,nation,23/04/2021,29.1
S92000003,Scotland,nation,22/04/2021,28.2
S92000003,Scotland,nation,21/04/2021,28.3
S92000003,Scotland,nation,20/04/2021,28.4
S92000003,Scotland,nation,19/04/2021,29.2
S92000003,Scotland,nation,18/04/2021,28.6
S92000003,Scotland,nation,17/04/2021,29.3
S92000003,Scotland,nation,16/04/2021,30.6
S92000003,Scotland,nation,15/04/2021,32.1
S92000003,Scotland,nation,14/04/2021,34.4
S92000003,Scotland,nation,13/04/2021,34.6
S92000003,Scotland,nation,12/04/2021,35.3
S92000003,Scotland,nation,11/04/2021,36.2
S92000003,Scotland,nation,10/04/2021,37.9
S92000003,Scotland,nation,09/04/2021,40
S92000003,Scotland,nation,08/04/2021,42.4
S92000003,Scotland,nation,07/04/2021,43
S92000003,Scotland,nation,06/04/2021,47.6
S92000003,Scotland,nation,05/04/2021,50.4
S92000003,Scotland,nation,04/04/2021,52.3
S92000003,Scotland,nation,03/04/2021,53.8
S92000003,Scotland,nation,02/04/2021,56.8
S92000003,Scotland,nation,01/04/2021,59.2
S92000003,Scotland,nation,31/03/2021,64.7
S92000003,Scotland,nation,30/03/2021,67.4
S92000003,Scotland,nation,29/03/2021,69
S92000003,Scotland,nation,28/03/2021,69.1
S92000003,Scotland,nation,27/03/2021,71.1
S92000003,Scotland,nation,26/03/2021,69.7
S92000003,Scotland,nation,25/03/2021,71.8
S92000003,Scotland,nation,24/03/2021,70.4
S92000003,Scotland,nation,23/03/2021,69.2
S92000003,Scotland,nation,22/03/2021,71
S92000003,Scotland,nation,21/03/2021,72.8
S92000003,Scotland,nation,20/03/2021,71.9
S92000003,Scotland,nation,19/03/2021,74.7
S92000003,Scotland,nation,18/03/2021,75.2
S92000003,Scotland,nation,17/03/2021,74.6
S92000003,Scotland,nation,16/03/2021,75.8
S92000003,Scotland,nation,15/03/2021,73.4
S92000003,Scotland,nation,14/03/2021,74.2
S92000003,Scotland,nation,13/03/2021,72.5
S92000003,Scotland,nation,12/03/2021,70.9
S92000003,Scotland,nation,11/03/2021,67.6
S92000003,Scotland,nation,10/03/2021,65.9
S92000003,Scotland,nation,09/03/2021,63.2
S92000003,Scotland,nation,08/03/2021,64.6
S92000003,Scotland,nation,07/03/2021,62.5
S92000003,Scotland,nation,06/03/2021,65.8
S92000003,Scotland,nation,05/03/2021,65.3
S92000003,Scotland,nation,04/03/2021,66.8
S92000003,Scotland,nation,03/03/2021,71.7
S92000003,Scotland,nation,02/03/2021,76.4
S92000003,Scotland,nation,01/03/2021,78.5
S92000003,Scotland,nation,28/02/2021,84.5
S92000003,Scotland,nation,27/02/2021,89.1
S92000003,Scotland,nation,26/02/2021,94.2
S92000003,Scotland,nation,25/02/2021,99.8
S92000003,Scotland,nation,24/02/2021,98.3
S92000003,Scotland,nation,23/02/2021,104.2
S92000003,Scotland,nation,22/02/2021,106.3
S92000003,Scotland,nation,21/02/2021,103.5
S92000003,Scotland,nation,20/02/2021,104.9
S92000003,Scotland,nation,19/02/2021,106.8
S92000003,Scotland,nation,18/02/2021,105.8
